offered_rps_per_target	repetitions	scheduler_valid_repetitions	median_aggregate_useful_rps	median_offered_success_ratio	median_latency_p50_us	median_latency_p99_us	latency_p99_cv	median_in_flight_drop_ratio	max_schedule_drop_ratio	median_drain_ratio	useful_rps_cv	median_average_target_cpu_cores	max_endpoint_useful_rps_cv	observed_target_cpusets	total_errors_within_plateau	total_health_event_violations
41	5	5	40.99444444444445	0.9998644986449865	24529	30766	0.05297511095997736	0.0	0.0	0.00013550135501355014	0.0	0.9774679222222222		['5,149']	0	0
42	5	5	41.53888888888889	0.989021164021164	1010171	1977089	0.03845411900280187	0.0	0.0	0.010978835978835979	0.00044441837584493913	0.9981029222222222		['5,149']	0	0
